Column 1 (V)	Column 2 (V)	Column 3 (V)	Column 4 (V)	Column 5 (V/s)	Column 6 (V)	Scan	Column 8	Column 9	Potential applied (V)	Time (s)	WE(1).Current (A)	WE(1).Potential (V)	Index
0.7	0.69	-0.1	0.685	0.02	-0.00244	1	3	3	0.6805419921875	4936.50403053653	4.1290283203125E-07	0.680389404296875	1304
						1			0.6781005859375	4936.62610053622	3.9794921875E-07	0.677947998046875	1305
						1			0.6756591796875	4936.74817053591	3.8458251953125E-07	0.675537109375	1306
						1			0.6732177734375	4936.8702405356	3.717041015625E-07	0.673065185546875	1307
						1			0.6707763671875	4936.99231053529	3.60748291015625E-07	0.670654296875	1308
						1			0.6683349609375	4937.11438053498	3.48876953125E-07	0.668182373046875	1309
						1			0.6658935546875	4937.23645053468	3.38714599609375E-07	0.665740966796875	1310
						1			0.6634521484375	4937.35852053437	3.2965087890625E-07	0.663360595703125	1311
						1			0.6610107421875	4937.48059053406	3.20556640625E-07	0.66094970703125	1312
						1			0.6585693359375	4937.60266053375	3.11767578125E-07	0.658477783203125	1313
						1			0.6561279296875	4937.72473053344	3.03802490234375E-07	0.65606689453125	1314
						1			0.6536865234375	4937.84680053314	2.9547119140625E-07	0.653594970703125	1315
						1			0.6512451171875	4937.96887053283	2.88604736328125E-07	0.651153564453125	1316
						1			0.6488037109375	4938.09094053252	2.81494140625E-07	0.6488037109375	1317
						1			0.6463623046875	4938.21301053221	2.7471923828125E-07	0.64630126953125	1318
						1			0.6439208984375	4938.3350805319	2.6812744140625E-07	0.64385986328125	1319
						1			0.6414794921875	4938.45715053159	2.6190185546875E-07	0.641448974609375	1320
						1			0.6390380859375	4938.57922053129	2.56622314453125E-07	0.63897705078125	1321
						1			0.6365966796875	4938.70129053098	2.5048828125E-07	0.63653564453125	1322
						1			0.6341552734375	4938.82336053067	2.4456787109375E-07	0.634124755859375	1323
						1			0.6317138671875	4938.94543053036	2.39227294921875E-07	0.63165283203125	1324
						1			0.6292724609375	4939.06750053005	2.34893798828125E-07	0.6292724609375	1325
						1			0.6268310546875	4939.18957052974	2.2943115234375E-07	0.62677001953125	1326
						1			0.6243896484375	4939.31164052944	2.24761962890625E-07	0.624420166015625	1327
						1			0.6219482421875	4939.43371052913	2.21038818359375E-07	0.621917724609375	1328
						1			0.6195068359375	4939.55578052882	2.159423828125E-07	0.619476318359375	1329
						1			0.6170654296875	4939.67785052851	2.1136474609375E-07	0.617034912109375	1330
						1			0.6146240234375	4939.7999205282	2.07489013671875E-07	0.614532470703125	1331
						1			0.6121826171875	4939.9219905279	2.0355224609375E-07	0.612091064453125	1332
						1			0.6097412109375	4940.04406052759	1.990966796875E-07	0.6097412109375	1333
						1			0.6072998046875	4940.16613052728	1.9512939453125E-07	0.6072998046875	1334
						1			0.6048583984375	4940.28820052697	1.9146728515625E-07	0.60479736328125	1335
