Column 1 (V)	Column 2 (V)	Column 3 (V)	Column 4 (V)	Column 5 (V/s)	Column 6 (V)	Scan	Column 8	Column 9	Potential applied (V)	Time (s)	WE(1).Current (A)	WE(1).Potential (V)	Index
0.7	0.69	-0.1	0.685	0.125	-0.00244	1	3	3	0.6805419921875	6647.08227121773	4.71710205078125E-06	0.680419921875	1304
						1			0.6781005859375	6647.10180221768	4.65484619140625E-06	0.67791748046875	1305
						1			0.6756591796875	6647.12133321763	4.5977783203125E-06	0.675506591796875	1306
						1			0.6732177734375	6647.14086421758	4.54345703125E-06	0.673095703125	1307
						1			0.6707763671875	6647.16039521753	4.4915771484375E-06	0.670654296875	1308
						1			0.6683349609375	6647.17992621748	4.44610595703125E-06	0.66815185546875	1309
						1			0.6658935546875	6647.19945721743	4.39971923828125E-06	0.665802001953125	1310
						1			0.6634521484375	6647.21898821739	4.359130859375E-06	0.663360595703125	1311
						1			0.6610107421875	6647.23851921734	4.31976318359375E-06	0.660919189453125	1312
						1			0.6585693359375	6647.25805021729	4.2742919921875E-06	0.658477783203125	1313
						1			0.6561279296875	6647.27758121724	4.2352294921875E-06	0.656005859375	1314
						1			0.6536865234375	6647.29711221719	4.1998291015625E-06	0.65362548828125	1315
						1			0.6512451171875	6647.31664321714	4.15863037109375E-06	0.651123046875	1316
						1			0.6488037109375	6647.33617421709	4.1253662109375E-06	0.648773193359375	1317
						1			0.6463623046875	6647.35570521704	4.091796875E-06	0.646240234375	1318
						1			0.6439208984375	6647.37523621699	4.05426025390625E-06	0.64385986328125	1319
						1			0.6414794921875	6647.39476721694	4.02435302734375E-06	0.641357421875	1320
						1			0.6390380859375	6647.41429821689	3.992919921875E-06	0.63897705078125	1321
						1			0.6365966796875	6647.43382921684	3.9599609375E-06	0.63653564453125	1322
						1			0.6341552734375	6647.45336021679	3.9288330078125E-06	0.634063720703125	1323
						1			0.6317138671875	6647.47289121674	3.89739990234375E-06	0.63165283203125	1324
						1			0.6292724609375	6647.49242221669	3.8702392578125E-06	0.62921142578125	1325
						1			0.6268310546875	6647.51195321665	3.8323974609375E-06	0.6268310546875	1326
						1			0.6243896484375	6647.5314842166	3.807373046875E-06	0.62432861328125	1327
						1			0.6219482421875	6647.55101521655	3.76617431640625E-06	0.621917724609375	1328
						1			0.6195068359375	6647.5705462165	3.74114990234375E-06	0.619476318359375	1329
						1			0.6170654296875	6647.59007721645	3.7109375E-06	0.61700439453125	1330
						1			0.6146240234375	6647.6096082164	3.6822509765625E-06	0.6146240234375	1331
						1			0.6121826171875	6647.62913921635	3.65478515625E-06	0.612152099609375	1332
						1			0.6097412109375	6647.6486702163	3.62457275390625E-06	0.609771728515625	1333
						1			0.6072998046875	6647.66820121625	3.59588623046875E-06	0.60723876953125	1334
						1			0.6048583984375	6647.6877322162	3.5687255859375E-06	0.604766845703125	1335
						1			0.6024169921875	6647.70726321615	3.5400390625E-06	0.602386474609375	1336
						1			0.5999755859375	6647.7267942161	3.515625E-06	0.5999755859375	1337
						1			0.5975341796875	6647.74632521605	3.49029541015625E-06	0.59747314453125	1338
						1			0.5950927734375	6647.765856216	3.46405029296875E-06	0.59503173828125	1339
						1			0.5926513671875	6647.78538721596	3.436279296875E-06	0.592559814453125	1340
						1			0.5902099609375	6647.80491821591	3.41064453125E-06	0.590118408203125	1341
						1			0.5877685546875	6647.82444921586	3.38653564453125E-06	0.58770751953125	1342
						1			0.5853271484375	6647.84398021581	3.35968017578125E-06	0.585296630859375	1343
						1			0.5828857421875	6647.86351121576	3.3349609375E-06	0.58282470703125	1344
						1			0.5804443359375	6647.88304221571	3.31207275390625E-06	0.580352783203125	1345
						1			0.5780029296875	6647.90257321566	3.29010009765625E-06	0.577972412109375	1346
						1			0.5755615234375	6647.92210421561	3.26751708984375E-06	0.575531005859375	1347
						1			0.5731201171875	6647.94163521556	3.24462890625E-06	0.573089599609375	1348
						1			0.5706787109375	6647.96116621551	3.22418212890625E-06	0.570648193359375	1349
						1			0.5682373046875	6647.98069721546	3.20556640625E-06	0.5682373046875	1350
						1			0.5657958984375	6648.00022821541	3.18359375E-06	0.565765380859375	1351
						1			0.5633544921875	6648.01975921536	3.1640625E-06	0.563323974609375	1352
						1			0.5609130859375	6648.03929021531	3.1463623046875E-06	0.5609130859375	1353
						1			0.5584716796875	6648.05882121527	3.12255859375E-06	0.558441162109375	1354
						1			0.5560302734375	6648.07835221522	3.10516357421875E-06	0.555999755859375	1355
						1			0.5535888671875	6648.09788321517	3.0859375E-06	0.553558349609375	1356
						1			0.5511474609375	6648.11741421512	3.06640625E-06	0.551116943359375	1357
						1			0.5487060546875	6648.13694521507	3.0462646484375E-06	0.548675537109375	1358
						1			0.5462646484375	6648.15647621502	3.02459716796875E-06	0.5462646484375	1359
						1			0.5438232421875	6648.17600721497	3.00384521484375E-06	0.543792724609375	1360
						1			0.5413818359375	6648.19553821492	2.98492431640625E-06	0.541351318359375	1361
						1			0.5389404296875	6648.21506921487	2.96417236328125E-06	0.5389404296875	1362
