Column 1 (V)	Column 2 (V)	Column 3 (V)	Column 4 (V)	Column 5 (V/s)	Column 6 (V)	Scan	Column 8	Column 9	Potential applied (V)	Time (s)	WE(1).Current (A)	WE(1).Potential (V)	Index
0.7	0.69	-0.1	0.685	0.005	-0.00244	1	3	3	0.6805419921875	648.095243363717	1.17218017578125E-07	0.680328369140625	1304
						1			0.6781005859375	648.583524362484	1.1468505859375E-07	0.677886962890625	1305
						1			0.6756591796875	649.071805361251	1.11480712890625E-07	0.675384521484375	1306
						1			0.6732177734375	649.560086360018	1.10198974609375E-07	0.673004150390625	1307
						1			0.6707763671875	650.048367358786	1.0821533203125E-07	0.67059326171875	1308
						1			0.6683349609375	650.536648357553	1.06536865234375E-07	0.668121337890625	1309
						1			0.6658935546875	651.02492935632	1.0577392578125E-07	0.66571044921875	1310
						1			0.6634521484375	651.513210355087	1.04339599609375E-07	0.66314697265625	1311
						1			0.6610107421875	652.001491353854	1.04095458984375E-07	0.660858154296875	1312
						1			0.6585693359375	652.489772352622	1.03118896484375E-07	0.658355712890625	1313
						1			0.6561279296875	652.978053351389	1.02294921875E-07	0.655975341796875	1314
						1			0.6536865234375	653.466334350156	1.025390625E-07	0.653564453125	1315
						1			0.6512451171875	653.954615348923	1.0174560546875E-07	0.65106201171875	1316
						1			0.6488037109375	654.442896347691	1.01531982421875E-07	0.648651123046875	1317
						1			0.6463623046875	654.931177346458	1.014404296875E-07	0.646209716796875	1318
						1			0.6439208984375	655.419458345225	1.0076904296875E-07	0.643707275390625	1319
						1			0.6414794921875	655.907739343992	1.01226806640625E-07	0.64129638671875	1320
						1			0.6390380859375	656.396020342759	1.00921630859375E-07	0.638885498046875	1321
						1			0.6365966796875	656.884301341527	1.00677490234375E-07	0.63641357421875	1322
						1			0.6341552734375	657.372582340294	1.01226806640625E-07	0.634033203125	1323
						1			0.6317138671875	657.860863339061	1.01226806640625E-07	0.631591796875	1324
						1			0.6292724609375	658.349144337828	1.0107421875E-07	0.629150390625	1325
						1			0.6268310546875	658.837425336595	1.00250244140625E-07	0.626739501953125	1326
						1			0.6243896484375	659.325706335363	1.005859375E-07	0.624267578125	1327
						1			0.6219482421875	659.81398733413	1.0064697265625E-07	0.62176513671875	1328
						1			0.6195068359375	660.302268332897	1.00799560546875E-07	0.619415283203125	1329
						1			0.6170654296875	660.790549331664	1.00189208984375E-07	0.616912841796875	1330
						1			0.6146240234375	661.278830330431	1.00555419921875E-07	0.614471435546875	1331
						1			0.6121826171875	661.767111329199	1.00830078125E-07	0.61199951171875	1332
						1			0.6097412109375	662.255392327966	1.00555419921875E-07	0.609588623046875	1333
						1			0.6072998046875	662.743673326733	1.0009765625E-07	0.60711669921875	1334
						1			0.6048583984375	663.2319543255	1.004638671875E-07	0.60479736328125	1335
						1			0.6024169921875	663.720235324267	1.0003662109375E-07	0.602264404296875	1336
						1			0.5999755859375	664.208516323035	1.00067138671875E-07	0.59991455078125	1337
						1			0.5975341796875	664.696797321802	9.9853515625E-08	0.597412109375	1338
						1			0.5950927734375	665.185078320569	9.906005859375E-08	0.594879150390625	1339
						1			0.5926513671875	665.673359319336	9.9456787109375E-08	0.592529296875	1340
						1			0.5902099609375	666.161640318104	9.87548828125E-08	0.590118408203125	1341
						1			0.5877685546875	666.649921316871	9.8846435546875E-08	0.58758544921875	1342
						1			0.5853271484375	667.138202315638	9.86328125E-08	0.585205078125	1343
						1			0.5828857421875	667.626483314405	9.8541259765625E-08	0.582794189453125	1344
						1			0.5804443359375	668.114764313172	9.857177734375E-08	0.58038330078125	1345
						1			0.5780029296875	668.60304531194	9.716796875E-08	0.577911376953125	1346
						1			0.5755615234375	669.091326310707	9.7442626953125E-08	0.575408935546875	1347
						1			0.5731201171875	669.579607309474	9.6710205078125E-08	0.573028564453125	1348
						1			0.5706787109375	670.067888308241	9.5947265625E-08	0.570587158203125	1349
						1			0.5682373046875	670.556169307008	9.5977783203125E-08	0.568145751953125	1350
						1			0.5657958984375	671.044450305776	9.6282958984375E-08	0.565704345703125	1351
						1			0.5633544921875	671.532731304543	9.5184326171875E-08	0.563323974609375	1352
						1			0.5609130859375	672.02101230331	9.5306396484375E-08	0.560882568359375	1353
						1			0.5584716796875	672.509293302077	9.442138671875E-08	0.558349609375	1354
						1			0.5560302734375	672.997574300844	9.454345703125E-08	0.555938720703125	1355
						1			0.5535888671875	673.485855299612	9.3353271484375E-08	0.553466796875	1356
						1			0.5511474609375	673.974136298379	9.307861328125E-08	0.551055908203125	1357
						1			0.5487060546875	674.462417297146	9.26513671875E-08	0.548583984375	1358
						1			0.5462646484375	674.950698295913	9.173583984375E-08	0.546142578125	1359
						1			0.5438232421875	675.438979294681	9.1644287109375E-08	0.54376220703125	1360
						1			0.5413818359375	675.927260293448	9.130859375E-08	0.541290283203125	1361
						1			0.5389404296875	676.415541292215	9.1217041015625E-08	0.538848876953125	1362
						1			0.5364990234375	676.903822290982	9.063720703125E-08	0.536407470703125	1363
						1			0.5340576171875	677.392103289749	8.990478515625E-08	0.533935546875	1364
						1			0.5316162109375	677.880384288517	8.9874267578125E-08	0.53155517578125	1365
						1			0.5291748046875	678.368665287284	8.8836669921875E-08	0.529052734375	1366
						1			0.5267333984375	678.856946286051	8.868408203125E-08	0.526641845703125	1367
						1			0.5242919921875	679.345227284818	8.831787109375E-08	0.524200439453125	1368
						1			0.5218505859375	679.833508283585	8.7860107421875E-08	0.521759033203125	1369
						1			0.5194091796875	680.321789282353	8.7371826171875E-08	0.519317626953125	1370
						1			0.5169677734375	680.81007028112	8.7005615234375E-08	0.516845703125	1371
						1			0.5145263671875	681.298351279887	8.6456298828125E-08	0.5145263671875	1372
						1			0.5120849609375	681.786632278654	8.587646484375E-08	0.511962890625	1373
						1			0.5096435546875	682.274913277421	8.551025390625E-08	0.509521484375	1374
						1			0.5072021484375	682.763194276189	8.526611328125E-08	0.507110595703125	1375
						1			0.5047607421875	683.251475274956	8.4625244140625E-08	0.504730224609375	1376
						1			0.5023193359375	683.739756273723	8.3831787109375E-08	0.5023193359375	1377
						1			0.4998779296875	684.22803727249	8.349609375E-08	0.499847412109375	1378
						1			0.4974365234375	684.716318271257	8.2977294921875E-08	0.49737548828125	1379
						1			0.4949951171875	685.204599270025	8.2794189453125E-08	0.494903564453125	1380
						1			0.4925537109375	685.692880268792	8.221435546875E-08	0.492462158203125	1381
						1			0.4901123046875	686.181161267559	8.1268310546875E-08	0.490020751953125	1382
						1			0.4876708984375	686.669442266326	7.9925537109375E-08	0.48760986328125	1383
						1			0.4852294921875	687.157723265094	7.958984375E-08	0.485107421875	1384
						1			0.4827880859375	687.646004263861	7.9254150390625E-08	0.48272705078125	1385
						1			0.4803466796875	688.134285262628	7.7423095703125E-08	0.480255126953125	1386
						1			0.4779052734375	688.622566261395	7.611083984375E-08	0.47784423828125	1387
						1			0.4754638671875	689.110847260162	7.4798583984375E-08	0.47540283203125	1388
						1			0.4730224609375	689.59912825893	7.415771484375E-08	0.472900390625	1389
						1			0.4705810546875	690.087409257697	7.1807861328125E-08	0.470489501953125	1390
						1			0.4681396484375	690.575690256464	6.94580078125E-08	0.46807861328125	1391
						1			0.4656982421875	691.063971255231	6.7901611328125E-08	0.46563720703125	1392
						1			0.4632568359375	691.552252253998	6.50634765625E-08	0.46319580078125	1393
						1			0.4608154296875	692.040533252766	6.21337890625E-08	0.46075439453125	1394
						1			0.4583740234375	692.528814251533	5.9051513671875E-08	0.4583740234375	1395
						1			0.4559326171875	693.0170952503	5.474853515625E-08	0.455902099609375	1396
						1			0.4534912109375	693.505376249067	5.0750732421875E-08	0.453460693359375	1397
						1			0.4510498046875	693.993657247834	4.620361328125E-08	0.45098876953125	1398
						1			0.4486083984375	694.481938246602	4.1107177734375E-08	0.4486083984375	1399
						1			0.4461669921875	694.970219245369	3.55224609375E-08	0.446075439453125	1400
						1			0.4437255859375	695.458500244136	2.972412109375E-08	0.443695068359375	1401
						1			0.4412841796875	695.946781242903	2.3834228515625E-08	0.4412841796875	1402
						1			0.4388427734375	696.43506224167	1.8707275390625E-08	0.43890380859375	1403
						1			0.4364013671875	696.923343240438	1.153564453125E-08	0.43634033203125	1404
						1			0.4339599609375	697.411624239205	5.340576171875E-09	0.433929443359375	1405
						1			0.4315185546875	697.899905237972	-1.495361328125E-09	0.4315185546875	1406
						1			0.4290771484375	698.388186236739	-6.77490234375E-09	0.42919921875	1407
						1			0.4266357421875	698.876467235507	-1.5411376953125E-08	0.426727294921875	1408
						1			0.4241943359375	699.364748234274	-2.3101806640625E-08	0.424285888671875	1409
						1			0.4217529296875	699.853029233041	-3.1158447265625E-08	0.421875	1410
						1			0.4193115234375	700.341310231808	-4.0924072265625E-08	0.419464111328125	1411
						1			0.4168701171875	700.829591230575	-5.0537109375E-08	0.416961669921875	1412
						1			0.4144287109375	701.317872229343	-6.1279296875E-08	0.414581298828125	1413
						1			0.4119873046875	701.80615322811	-7.26318359375E-08	0.41204833984375	1414
						1			0.4095458984375	702.294434226877	-8.355712890625E-08	0.40966796875	1415
						1			0.4071044921875	702.782715225644	-9.5947265625E-08	0.40728759765625	1416
						1			0.4046630859375	703.270996224411	-1.10015869140625E-07	0.404815673828125	1417
						1			0.4022216796875	703.759277223179	-1.24908447265625E-07	0.402374267578125	1418
						1			0.3997802734375	704.247558221946	-1.4068603515625E-07	0.399993896484375	1419
						1			0.3973388671875	704.735839220713	-1.58233642578125E-07	0.397552490234375	1420
						1			0.3948974609375	705.22412021948	-1.76910400390625E-07	0.395111083984375	1421
						1			0.3924560546875	705.712401218247	-1.97723388671875E-07	0.3927001953125	1422
						1			0.3900146484375	706.200682217015	-2.19482421875E-07	0.39031982421875	1423
						1			0.3875732421875	706.688963215782	-2.4395751953125E-07	0.387847900390625	1424
						1			0.3851318359375	707.177244214549	-2.69378662109375E-07	0.38543701171875	1425
						1			0.3826904296875	707.665525213316	-2.97332763671875E-07	0.383026123046875	1426
						1			0.3802490234375	708.153806212084	-3.28033447265625E-07	0.3807373046875	1427
						1			0.3778076171875	708.642087210851	-3.60595703125E-07	0.37786865234375	1428
						1			0.3753662109375	709.130368209618	-3.9337158203125E-07	0.37548828125	1429
						1			0.3729248046875	709.618649208385	-4.30908203125E-07	0.372955322265625	1430
						1			0.3704833984375	710.106930207152	-4.754638671875E-07	0.370513916015625	1431
						1			0.3680419921875	710.59521120592	-5.2093505859375E-07	0.36810302734375	1432
						1			0.3656005859375	711.083492204687	-5.6976318359375E-07	0.365753173828125	1433
						1			0.3631591796875	711.571773203454	-6.2255859375E-07	0.36328125	1434
